MarkerName	Allele1	Allele2	Effect	StdErr	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
cg26162001			-0.0725	0.0754	0.3367	--	0.0	0.192	1	0.6612
cg24089723			-0.0650	0.0390	0.09543	+-	91.0	11.058	1	0.0008829
cg09980339			-0.0053	0.0308	0.8624	+-	0.0	0.520	1	0.4707
cg17946284			0.0130	0.0482	0.7867	++	0.0	0.000	1	0.9985
cg15309393			-0.0248	0.0466	0.5948	-+	0.0	0.241	1	0.6236
cg04945066			-0.0391	0.0547	0.4747	+-	0.0	0.789	1	0.3743
cg25963980			-0.0666	0.0856	0.4365	--	0.0	0.121	1	0.7276
cg07093177			0.0835	0.0804	0.299	++	0.0	0.033	1	0.8563
cg19579500			0.0509	0.0834	0.542	++	0.0	0.496	1	0.4811
cg06471105			0.0131	0.0473	0.7817	++	0.0	0.003	1	0.9553
cg16286658			0.0297	0.0471	0.5291	++	0.0	0.693	1	0.4053
cg14424536			0.0097	0.0384	0.8007	-+	0.0	0.298	1	0.585
cg04835229			0.0774	0.0459	0.09202	++	0.0	0.263	1	0.608
cg21832420			0.1831	0.1974	0.3537	+-	60.0	2.501	1	0.1138
cg19679003			0.0543	0.0687	0.4291	+-	0.0	0.677	1	0.4108
cg24959965			-0.0660	0.0330	0.04534	--	0.0	0.248	1	0.6184
cg06930958			-0.0555	0.0879	0.5279	+-	83.1	5.918	1	0.01499
cg01091143			-0.0060	0.1093	0.9564	-+	0.0	0.011	1	0.9169
cg06500739			0.0212	0.0359	0.5555	++	0.0	0.048	1	0.8268
cg10985810			-0.1034	0.0523	0.04792	--	0.0	0.228	1	0.6331
cg09899259			0.0251	0.0518	0.6279	+-	29.4	1.416	1	0.2341
cg07947181			-0.0061	0.0563	0.9139	+-	0.0	0.048	1	0.8272
cg05163804			0.0185	0.0800	0.817	-+	40.2	1.674	1	0.1958
cg05332077			-0.0086	0.0421	0.8376	--	0.0	0.000	1	0.9965
cg15027165			-0.0006	0.0525	0.9909	-+	0.0	0.123	1	0.7258
cg09131122			-0.0223	0.0370	0.5468	-+	25.4	1.340	1	0.2471
cg21815965			0.0408	0.0358	0.2543	++	0.0	0.072	1	0.788
cg10151645			0.0231	0.0325	0.4779	+-	0.0	0.590	1	0.4423
cg24746838			-0.0341	0.0563	0.5452	--	0.0	0.258	1	0.6112
cg04992837			-0.0101	0.0292	0.7288	-+	40.9	1.692	1	0.1933
cg13102681			0.0340	0.0504	0.5003	++	0.0	0.196	1	0.658
cg23999932			0.0077	0.0460	0.867	++	0.0	0.020	1	0.8871
cg00221462			-0.0288	0.0272	0.2898	--	0.0	0.731	1	0.3926
cg23175599			0.0454	0.0307	0.1387	-+	77.1	4.360	1	0.03679
cg25363679			0.0076	0.0636	0.9046	+-	0.0	0.311	1	0.5769
cg03078057			0.0334	0.0348	0.336	++	0.0	0.321	1	0.5708
cg23744559			0.0801	0.0682	0.2406	+-	59.7	2.481	1	0.1153
cg26015973			-0.0887	0.0536	0.09783	+-	40.2	1.672	1	0.196
cg13909381			-0.0634	0.0447	0.156	--	0.0	0.459	1	0.4982
cg10371483			-0.0054	0.0310	0.8626	-+	26.1	1.352	1	0.2449
cg26939767			-0.0364	0.0440	0.4078	--	0.0	0.639	1	0.4242
cg13101887			-0.0499	0.0627	0.4263	--	0.0	0.084	1	0.7726
cg09018484			0.0216	0.0558	0.6982	-+	63.2	2.720	1	0.09912
cg26299549			-0.0418	0.0320	0.1916	--	0.0	0.002	1	0.9661
cg09700868			0.0231	0.1504	0.8778	-+	0.0	0.826	1	0.3633
cg19423907			-0.0372	0.0316	0.2392	--	63.0	2.701	1	0.1003
cg20424943			0.0162	0.0373	0.6635	-+	0.0	0.491	1	0.4835
cg01614703			0.0057	0.1254	0.964	-+	84.2	6.319	1	0.01194
cg06518763			0.0228	0.0465	0.6249	++	0.0	0.029	1	0.8641
cg04134096			-0.0293	0.0575	0.6103	+-	0.0	0.720	1	0.3961
cg03341317			-0.1524	0.0924	0.09928	--	0.0	0.984	1	0.3212
cg20634967			-0.0393	0.0370	0.2871	--	0.0	0.216	1	0.6424
cg10927407			-0.0460	0.0387	0.2345	-+	30.1	1.430	1	0.2318
cg19217022			0.0240	0.0925	0.7955	+-	71.1	3.466	1	0.06264
cg01971547			-0.0288	0.0327	0.3778	--	13.0	1.150	1	0.2836
cg24068289			0.1353	0.0562	0.01603	++	0.0	0.254	1	0.614
cg08659629			-0.0028	0.0744	0.9699	-+	0.0	0.226	1	0.6342
cg07661702			-0.0510	0.0615	0.4069	-+	15.5	1.183	1	0.2767
cg18872705			0.0096	0.0414	0.8168	-+	28.5	1.398	1	0.237
cg11291747			-0.1425	0.0458	0.001866	--	0.0	0.423	1	0.5155
cg12977146			-0.0915	0.0436	0.03592	--	0.0	0.819	1	0.3654
cg04070377			0.0231	0.0399	0.5626	+-	43.7	1.775	1	0.1828
cg11504805			0.0816	0.0576	0.1565	++	0.0	0.669	1	0.4135
cg09074743			0.0166	0.0557	0.7654	+-	0.0	0.151	1	0.6979
cg18791394			-0.0377	0.0382	0.3245	-+	0.0	0.634	1	0.4261
cg00314230			-0.0111	0.0710	0.8761	--	0.0	0.000	1	0.9919
cg01833470			-0.1004	0.0991	0.311	--	37.9	1.611	1	0.2044
cg16860439			-0.0530	0.0302	0.07916	--	5.0	1.052	1	0.305
cg19722671			0.0540	0.0517	0.2962	++	55.8	2.263	1	0.1325
cg27455606			-0.0581	0.0588	0.3227	--	0.0	0.020	1	0.8889
cg16692291			-0.0306	0.0354	0.3873	--	0.0	0.410	1	0.5219
cg24219589			-0.0094	0.0299	0.7534	-+	58.3	2.399	1	0.1214
cg24713117			0.0138	0.0561	0.8057	-+	0.0	0.330	1	0.5655
cg26428845			0.0037	0.0417	0.9295	++	0.0	0.001	1	0.9778
cg27410186			0.0406	0.0469	0.3867	++	0.0	0.078	1	0.7799
cg18236464			0.0028	0.1305	0.9828	-+	40.6	1.685	1	0.1943
cg02851548			-0.0386	0.0936	0.68	+-	0.0	0.353	1	0.5523
cg12651664			-0.0163	0.0495	0.7418	+-	0.0	0.238	1	0.626
cg14237975			-0.0582	0.0340	0.08698	--	0.0	0.005	1	0.9419
cg14415816			0.0651	0.0607	0.283	-+	71.3	3.482	1	0.06203
cg07281879			0.0779	0.1267	0.5386	-+	0.0	0.600	1	0.4384
cg19368946			0.0452	0.0387	0.2435	++	0.0	0.119	1	0.7303
cg10850135			0.0256	0.0512	0.6171	++	0.0	0.001	1	0.9739
cg05340783			0.1268	0.0704	0.07171	++	0.0	0.130	1	0.7181
cg25017837			-0.0975	0.0461	0.03449	--	0.0	0.133	1	0.7156
cg20049299			0.0864	0.0515	0.09317	++	0.0	0.110	1	0.7396
cg10039504			0.1280	0.0790	0.1052	+-	44.3	1.796	1	0.1802
cg09616494			0.0078	0.0506	0.8767	-+	0.0	0.772	1	0.3795
cg13228972			0.0258	0.0373	0.4893	++	0.0	0.012	1	0.9138
cg18459832			0.0534	0.0718	0.4573	-+	84.7	6.533	1	0.01059
cg12847665			-0.0697	0.0404	0.08424	--	0.0	0.007	1	0.9325
cg24852756			0.0999	0.1166	0.3917	++	0.0	0.064	1	0.8006
cg05020604			-0.0834	0.0376	0.02634	--	0.0	0.105	1	0.7454
cg18762806			-0.1477	0.0886	0.09554	-+	61.6	2.604	1	0.1066
cg07358267			-0.0706	0.0589	0.2312	--	0.0	0.280	1	0.597
cg17683774			-0.1025	0.0487	0.03533	--	0.0	0.330	1	0.5657
cg08076025			-0.0824	0.0645	0.2017	+-	64.4	2.806	1	0.09391
cg15747390			0.0074	0.0906	0.9349	-+	0.0	0.019	1	0.8911
cg07129127			-0.0355	0.0494	0.4726	-+	14.7	1.172	1	0.279
cg09822302			-0.0309	0.0812	0.7032	+-	0.0	0.163	1	0.6862
cg17097365			0.0644	0.0522	0.2176	++	0.0	0.165	1	0.685
cg04728073			-0.0971	0.0512	0.05819	--	0.0	0.000	1	0.9965
cg00797500			-0.0201	0.0497	0.6865	--	0.0	0.194	1	0.6594
cg15890617			-0.0639	0.0449	0.1546	--	0.0	0.508	1	0.476
cg14827915			-0.0316	0.0542	0.56	-+	0.0	0.966	1	0.3257
cg03957189			0.0107	0.0334	0.748	-+	0.0	0.097	1	0.7554
cg05908079			0.0077	0.0598	0.8976	+-	37.5	1.599	1	0.2061
cg20378525			0.0841	0.0800	0.293	++	14.6	1.170	1	0.2793
cg08085827			0.0174	0.0845	0.837	+-	39.3	1.648	1	0.1992
cg05899869			0.0193	0.0678	0.7759	++	0.0	0.015	1	0.9012
cg19925784			0.0371	0.0459	0.4195	++	0.0	0.412	1	0.5207
cg13313430			0.0147	0.0420	0.7252	++	0.0	0.062	1	0.803
cg21553283			0.0062	0.0330	0.8512	+-	0.0	0.368	1	0.5442
cg02371080			-0.0350	0.0692	0.6125	-+	0.0	0.777	1	0.3781
cg06301633			0.0288	0.0396	0.4671	-+	26.8	1.366	1	0.2426
cg26976238			-0.0003	0.0460	0.9945	-+	0.0	0.770	1	0.3803
cg27298848			0.0904	0.0598	0.1306	++	0.0	0.053	1	0.8172
cg02134606			-0.0156	0.0538	0.7718	--	0.0	0.002	1	0.9663
cg07440754			0.0189	0.0416	0.649	+-	30.5	1.438	1	0.2304
cg11027221			0.0390	0.0358	0.2762	++	0.0	0.482	1	0.4873
cg02695727			-0.0072	0.0305	0.8127	--	0.0	0.024	1	0.877
cg13007356			0.1321	0.0406	0.001131	++	0.0	0.107	1	0.7432
cg15894947			-0.0056	0.0417	0.8926	+-	0.0	0.157	1	0.6915
cg24033559			-0.0330	0.0412	0.4239	--	0.0	0.001	1	0.9701
cg01124546			0.0169	0.0409	0.6793	-+	12.2	1.139	1	0.2859
cg23638766			-0.0096	0.0490	0.8453	-+	0.0	0.275	1	0.6001
cg06945456			-0.0946	0.0367	0.009837	--	0.0	0.040	1	0.8421
cg01905111			-0.0515	0.0256	0.04417	--	0.0	0.066	1	0.7966
cg14361175			0.1152	0.0471	0.0145	++	0.0	0.160	1	0.6888
cg21262776			0.0886	0.0460	0.05397	++	0.0	0.168	1	0.6822
cg10776347			-0.0798	0.1377	0.5623	--	0.0	0.938	1	0.3327
cg05903359			0.0139	0.0569	0.8075	++	0.0	0.026	1	0.8708
cg00710425			-0.0023	0.0513	0.9647	+-	0.0	0.045	1	0.8325
cg07702240			-0.0683	0.0367	0.06242	--	20.0	1.251	1	0.2634
cg08131081			0.0746	0.0567	0.1881	++	0.0	0.032	1	0.8585
cg24829718			0.0789	0.0541	0.1451	++	0.0	0.081	1	0.7763
cg26796396			-0.0648	0.0521	0.214	--	0.0	0.704	1	0.4015
cg11887376			0.0797	0.0666	0.2316	++	28.1	1.391	1	0.2382
cg05154174			0.0788	0.0924	0.3934	++	0.0	0.081	1	0.7764
cg00983440			0.0127	0.0359	0.7237	++	0.0	0.053	1	0.8184
cg09366216			0.0659	0.0426	0.1212	++	0.0	0.023	1	0.8806
cg10332181			0.0026	0.0307	0.9315	-+	0.0	0.091	1	0.7628
cg15499825			-0.1509	0.0963	0.117	--	0.0	0.302	1	0.5826
cg03444911			0.0162	0.0424	0.7028	++	0.0	0.054	1	0.8167
cg20711020			-0.0526	0.0325	0.106	--	0.0	0.612	1	0.4341
cg02116991			-0.0125	0.0417	0.7635	+-	51.5	2.061	1	0.1511
cg23022138			0.0017	0.0871	0.984	+-	0.0	0.501	1	0.4789
cg14636127			0.0383	0.0526	0.467	+-	0.0	0.405	1	0.5246
cg08992972			-0.0365	0.0808	0.652	--	0.0	0.152	1	0.6966
cg19323647			0.0151	0.0367	0.6798	++	0.0	0.038	1	0.8445
cg15239248			-0.0467	0.0624	0.454	-+	78.9	4.747	1	0.02935
cg13062819			0.0154	0.0652	0.813	-+	33.3	1.499	1	0.2209
cg22056468			0.0657	0.0366	0.07302	++	0.0	0.100	1	0.7521
cg21432954			0.0393	0.0566	0.4875	-+	0.0	0.614	1	0.4334
cg06670685			0.0032	0.0469	0.9458	-+	0.0	0.783	1	0.3762
cg13690590			0.0193	0.0382	0.6138	-+	62.2	2.644	1	0.1039
cg03425782			-0.1029	0.0667	0.123	--	0.0	0.457	1	0.4988
cg24881885			0.0183	0.0588	0.7558	++	0.0	0.107	1	0.7434
cg06865207			-0.0291	0.0451	0.5187	--	0.0	0.002	1	0.9621
cg08306513			-0.0188	0.0396	0.6341	+-	0.0	0.886	1	0.3466
cg15280358			-0.0221	0.0907	0.8071	-+	0.0	0.813	1	0.3672
cg04227633			-0.0200	0.0536	0.7094	+-	63.2	2.719	1	0.09918
cg25943091			0.0070	0.0461	0.8801	-+	0.0	0.511	1	0.4746
cg11371493			0.0110	0.0339	0.7455	+-	59.7	2.480	1	0.1153
cg09577391			-0.0340	0.0924	0.713	+-	68.5	3.171	1	0.07496
cg10464477			0.0401	0.0462	0.3844	++	0.0	0.143	1	0.7052
cg18683453			0.0295	0.0334	0.3764	++	0.0	0.303	1	0.5821
cg14600786			0.0645	0.0544	0.2353	++	0.0	0.100	1	0.7521
cg18483902			0.0218	0.0538	0.6856	++	0.0	0.012	1	0.9141
cg06545345			-0.0083	0.0657	0.8998	+-	77.7	4.486	1	0.03418
cg18709589			-0.0415	0.0445	0.3515	+-	47.9	1.920	1	0.1658
cg18141739			-0.0607	0.0413	0.1412	--	0.0	0.558	1	0.4552
cg01518603			0.0212	0.0357	0.5527	-+	79.3	4.836	1	0.02787
cg18121245			-0.1413	0.0615	0.02167	--	0.0	0.076	1	0.7826
cg20109818			-0.0017	0.0414	0.9675	-+	0.0	0.713	1	0.3984
cg21095087			-0.0349	0.0472	0.4599	--	0.0	0.105	1	0.7464
cg08840024			-0.0282	0.0689	0.6821	-+	0.0	0.813	1	0.3673
cg03983913			0.0264	0.0366	0.4708	-+	0.0	0.370	1	0.543
cg10683590			-0.0263	0.0559	0.6375	-+	0.0	0.237	1	0.6263
cg12292427			0.0423	0.0491	0.3893	+-	0.0	0.434	1	0.5101
cg01440982			0.0424	0.1004	0.6729	++	0.0	0.061	1	0.8048
cg26590082			-0.0068	0.1323	0.9589	+-	71.0	3.451	1	0.06321
cg06102127			0.1001	0.0452	0.02675	++	0.0	0.233	1	0.6291
cg15604132			0.0021	0.0719	0.977	+-	67.5	3.081	1	0.07922
cg25510895			-0.0080	0.0385	0.8362	--	0.0	0.006	1	0.9366
cg24791731			0.1092	0.0623	0.07962	++	0.0	0.457	1	0.4991
cg09409838			-0.1162	0.0762	0.1273	--	0.0	0.206	1	0.6497
cg07900259			-0.0243	0.0496	0.6239	--	0.0	0.086	1	0.7698
cg19917565			0.0385	0.0442	0.3846	++	0.0	0.718	1	0.3968
cg00755146			0.0841	0.0371	0.02338	++	0.0	0.027	1	0.8684
cg10884411			-0.0287	0.0598	0.6314	--	0.0	0.004	1	0.9489
cg22856761			-0.0084	0.0472	0.8587	-+	0.0	0.147	1	0.7015
cg18204685			-0.0683	0.0425	0.1083	--	10.8	1.121	1	0.2897
cg18697172			0.0026	0.0391	0.9472	-+	0.0	0.149	1	0.6992
cg24177733			-0.0021	0.0501	0.9661	-+	0.0	0.176	1	0.6747
cg12029408			-0.0293	0.0694	0.6726	-+	89.2	9.229	1	0.002382
cg04808946			-0.0019	0.0525	0.9715	+-	83.9	6.193	1	0.01282
cg00054564			-0.0034	0.0429	0.9373	-+	58.2	2.394	1	0.1218
cg10646254			-0.0113	0.0331	0.7323	+-	0.0	0.477	1	0.49
cg15260225			0.0624	0.0503	0.2145	+-	57.2	2.339	1	0.1262
cg09078226			0.0746	0.0428	0.08113	+-	67.7	3.096	1	0.07849
cg10509108			-0.0482	0.0548	0.3798	-+	43.3	1.763	1	0.1843
cg11709150			0.0387	0.0376	0.3029	-+	0.0	0.600	1	0.4386
cg24821384			0.0229	0.0384	0.5512	-+	0.0	0.875	1	0.3497
cg12089032			-0.0649	0.0837	0.4385	--	0.0	0.032	1	0.858
cg24173997			0.0265	0.0586	0.651	+-	56.9	2.319	1	0.1278
cg08605983			0.0427	0.0557	0.4431	+-	0.0	0.504	1	0.4777
cg01952240			-0.0252	0.0646	0.6969	--	0.0	0.033	1	0.8566
cg15069415			-0.0380	0.0470	0.419	-+	0.0	0.511	1	0.4749
cg04246868			-0.0209	0.0468	0.6547	-+	51.2	2.049	1	0.1523
cg27328231			-0.1879	0.1243	0.1307	--	0.0	0.091	1	0.763
cg20968331			-0.1354	0.0567	0.01692	--	0.0	0.256	1	0.6129
cg00590481			0.0116	0.0764	0.8797	+-	0.0	0.178	1	0.6735
cg06887471			0.0167	0.0293	0.5691	-+	2.8	1.028	1	0.3105
cg13690038			-0.0708	0.0267	0.007922	--	0.0	0.367	1	0.5445
cg18615431			0.0211	0.0674	0.7538	+-	0.0	0.462	1	0.4969
cg26349346			0.0536	0.0842	0.524	++	0.0	0.017	1	0.8975
cg23395310			0.0373	0.0657	0.5706	++	0.0	0.000	1	0.9955
cg02697829			-0.0978	0.0602	0.1045	--	67.2	3.047	1	0.08091
cg18793109			-0.1999	0.1238	0.1064	--	0.0	0.474	1	0.4911
cg09567644			-0.0101	0.0379	0.7898	-+	0.0	0.483	1	0.4872
cg21110052			-0.1282	0.0445	0.003964	--	7.7	1.084	1	0.2979
cg18031880			0.0287	0.1073	0.7888	+-	30.2	1.433	1	0.2313
cg17974715			0.0082	0.0283	0.7728	+-	0.0	0.080	1	0.7775
cg03087203			0.0438	0.0457	0.3375	++	0.0	0.700	1	0.4027
cg21489660			0.1142	0.0586	0.05142	+-	75.8	4.125	1	0.04225
cg05994294			0.0184	0.0667	0.7823	+-	57.1	2.330	1	0.1269
cg02283964			0.1012	0.0726	0.1635	++	0.0	0.068	1	0.7946
cg08703400			-0.0649	0.0751	0.3871	--	0.0	0.534	1	0.4648
cg27579586			-0.0069	0.0550	0.9008	-+	0.0	0.283	1	0.5947
cg06534905			0.0137	0.0435	0.7534	++	0.0	0.041	1	0.8388
cg14930297			-0.0740	0.0674	0.2723	--	0.0	0.270	1	0.6033
cg13749113			-0.0242	0.1500	0.872	--	0.0	0.003	1	0.9575
cg11363444			0.0377	0.0490	0.4419	+-	0.0	0.388	1	0.5332
cg17939504			0.0564	0.0878	0.521	++	0.0	0.007	1	0.9321
cg19970338			-0.0225	0.0546	0.6803	--	0.0	0.073	1	0.7869
cg06540672			0.0535	0.0578	0.3549	++	0.0	0.032	1	0.8579
cg10509607			0.1901	0.1044	0.06852	+-	85.2	6.773	1	0.009252
cg19483873			-0.0417	0.0431	0.3336	--	0.0	0.072	1	0.7888
cg03304378			0.1007	0.1264	0.4257	+-	0.0	0.386	1	0.5344
cg07215487			-0.0131	0.0916	0.8861	-+	0.0	0.386	1	0.5343
cg04497176			-0.1446	0.0815	0.07603	--	0.0	0.004	1	0.9472
cg20822372			-0.1098	0.0727	0.1308	-+	84.5	6.443	1	0.01114
cg22707207			0.0025	0.0479	0.9584	-+	0.0	0.433	1	0.5107
cg00510842			-0.1241	0.0467	0.007893	--	0.0	0.535	1	0.4644
cg18815732			-0.0084	0.0425	0.8428	-+	34.2	1.519	1	0.2177
cg02148024			-0.3651	0.2689	0.1746	--	0.0	0.517	1	0.472
cg03353124			0.0612	0.0712	0.39	++	0.0	0.420	1	0.5171
cg19743044			-0.1391	0.0937	0.1377	--	31.1	1.451	1	0.2284
cg21294935			-0.0196	0.0371	0.5962	--	0.0	0.117	1	0.7325
cg12811932			0.1159	0.0524	0.02702	++	0.0	0.005	1	0.9434
cg20090429			0.0127	0.0924	0.8902	-+	0.0	0.054	1	0.8155
cg20098420			0.0879	0.0566	0.1204	++	0.0	0.039	1	0.8431
cg17059829			-0.0154	0.0949	0.8712	+-	0.0	0.334	1	0.5632
cg24788466			0.0550	0.0589	0.35	++	0.0	0.417	1	0.5184
cg18530075			-0.0223	0.0548	0.6841	+-	25.7	1.346	1	0.246
cg03533109			0.0930	0.0465	0.04565	++	0.0	0.326	1	0.5683
cg03607054			0.0047	0.0639	0.9418	++	0.0	0.001	1	0.9814
cg20037507			0.1384	0.0734	0.05911	++	0.0	0.481	1	0.4878
cg05528568			-0.0656	0.0516	0.2037	-+	69.1	3.238	1	0.07196
cg07161140			-0.0375	0.0640	0.5576	-+	51.9	2.080	1	0.1493
cg10286128			-0.0698	0.0324	0.03111	--	0.0	0.283	1	0.5947
cg24828989			0.1044	0.0523	0.04579	++	0.0	0.772	1	0.3795
cg11296363			0.0461	0.0790	0.5591	+-	0.0	0.847	1	0.3574
cg21751245			-0.0025	0.0385	0.9483	-+	0.0	0.265	1	0.6067
cg06835987			-0.0442	0.0689	0.5205	--	0.0	0.001	1	0.9776
cg07354679			0.0788	0.0637	0.2161	++	0.0	0.843	1	0.3584
cg09751228			0.0208	0.0382	0.5869	-+	1.4	1.014	1	0.3139
cg07510080			-0.0519	0.1141	0.6496	-+	36.3	1.570	1	0.2102
cg23627909			0.0791	0.0414	0.05618	++	0.0	0.648	1	0.4207
cg09655487			-0.0249	0.0211	0.2375	--	0.0	0.668	1	0.4137
cg06759619			-0.0044	0.0338	0.8975	-+	0.0	0.043	1	0.8352
cg25904398			-0.0059	0.0594	0.9214	-+	0.0	0.582	1	0.4454
cg08026818			-0.0591	0.0651	0.3639	--	0.0	0.197	1	0.6569
cg02571436			-0.0654	0.0941	0.4873	--	0.0	0.090	1	0.7642
cg01395831			-0.1043	0.0560	0.0624	--	0.0	0.849	1	0.3568
cg04662490			0.0287	0.0430	0.5045	+-	0.0	0.717	1	0.397
cg00453111			-0.0007	0.0341	0.983	+-	0.0	0.023	1	0.8792
cg02304751			0.0342	0.0568	0.547	++	0.0	0.342	1	0.5587
cg21525244			0.0356	0.0439	0.4181	+-	62.0	2.630	1	0.1048
cg13323416			0.0278	0.0536	0.6032	++	0.0	0.049	1	0.8242
cg03321918			-0.0256	0.0827	0.7567	+-	53.8	2.164	1	0.1413
cg15403766			0.0434	0.0496	0.3815	++	0.0	0.004	1	0.9477
cg15165615			-0.1371	0.1007	0.1735	--	0.0	0.093	1	0.7609
cg20323445			-0.0585	0.0443	0.1871	-+	22.6	1.291	1	0.2558
cg24351649			-0.0275	0.0870	0.7517	+-	0.0	0.431	1	0.5114
cg22193149			-0.0105	0.0425	0.8044	-+	0.0	0.596	1	0.44
cg03167325			0.0851	0.0753	0.2586	++	0.0	0.201	1	0.6542
cg09970591			-0.0235	0.0546	0.6671	--	0.0	0.005	1	0.9409
cg06022932			0.0353	0.0466	0.4486	+-	56.9	2.320	1	0.1277
cg16297011			0.0939	0.1859	0.6133	++	0.0	0.267	1	0.6055
cg23263534			-0.1064	0.0920	0.2473	--	0.0	0.031	1	0.8597
cg12700904			-0.0289	0.0932	0.7561	-+	0.0	0.375	1	0.5401
cg07660838			0.0150	0.0589	0.7993	-+	0.0	0.334	1	0.5631
cg20977448			-0.0331	0.0686	0.63	--	0.0	0.058	1	0.8098
cg12831340			-0.1041	0.0775	0.179	--	0.0	0.329	1	0.5664
cg27508623			-0.1076	0.1073	0.3159	--	0.0	0.554	1	0.4567
cg10812717			-0.0650	0.0503	0.1956	-+	0.0	0.920	1	0.3376
cg06605797			-0.0013	0.0467	0.9772	-+	0.0	0.015	1	0.9016
cg20974670			0.0130	0.0408	0.7494	+-	91.5	11.716	1	0.0006197
cg00001503			0.0277	0.0439	0.5289	++	0.0	0.900	1	0.3428
cg06986484			-0.0176	0.0449	0.6948	+-	0.0	0.479	1	0.4887
cg26776525			-0.0193	0.0429	0.6528	+-	0.0	0.649	1	0.4203
cg00114694			-0.0515	0.0527	0.3281	+-	51.5	2.062	1	0.151
cg05919507			-0.0616	0.0743	0.4072	--	0.0	0.001	1	0.98
cg18652204			-0.0951	0.0832	0.2532	--	0.0	0.314	1	0.5754
cg08742975			0.1489	0.1130	0.1876	++	0.0	0.147	1	0.701
cg03718845			-0.0569	0.0932	0.5416	-+	0.0	0.434	1	0.5098
cg16377007			0.0371	0.0427	0.3851	++	0.0	0.310	1	0.5776
cg27024748			-0.0073	0.0606	0.9042	--	0.0	0.004	1	0.9475
cg27515949			-0.0361	0.0333	0.2787	+-	52.0	2.083	1	0.1489
cg16532534			0.0660	0.0789	0.4028	++	0.0	0.074	1	0.7857
cg14720024			0.0175	0.0764	0.819	-+	46.2	1.860	1	0.1726
cg25225906			0.0407	0.0470	0.3867	+-	81.0	5.257	1	0.02186
cg20996124			0.0507	0.0774	0.5121	++	0.0	0.133	1	0.7155
cg12467490			-0.0406	0.0401	0.311	--	0.0	0.772	1	0.3795
cg05141485			-0.0511	0.0581	0.3791	--	0.0	0.386	1	0.5345
cg09624565			0.0228	0.0387	0.5568	+-	8.4	1.091	1	0.2962
cg22616337			0.0349	0.0502	0.487	-+	0.0	0.825	1	0.3638
cg12143118			0.0397	0.0433	0.3601	-+	33.3	1.500	1	0.2207
cg04614212			-0.0297	0.0441	0.5001	+-	29.3	1.415	1	0.2342
cg27665571			0.0723	0.0530	0.1723	++	0.0	0.127	1	0.722
cg04881475			0.0125	0.0385	0.7448	-+	0.0	0.654	1	0.4187
cg02104130			-0.0323	0.0542	0.5514	+-	32.9	1.491	1	0.2221
cg13282363			0.0112	0.0420	0.7898	-+	0.0	0.738	1	0.3904
cg05896295			0.0474	0.0434	0.2744	++	0.0	0.051	1	0.8206
cg12837074			0.0429	0.0658	0.5146	-+	0.0	0.862	1	0.3533
cg22886251			0.0164	0.0565	0.7713	++	0.0	0.037	1	0.8465
cg09547173			-0.0258	0.0453	0.5693	-+	4.8	1.051	1	0.3053
cg17657285			-0.0094	0.0620	0.8794	--	0.0	0.001	1	0.9693
cg06094745			0.1477	0.0607	0.015	-+	85.4	6.864	1	0.008794
cg10471548			-0.0565	0.0609	0.354	--	0.0	0.592	1	0.4416
cg18697156			0.1808	0.1044	0.08347	++	0.0	0.165	1	0.6844
cg26938272			-0.1432	0.1056	0.1749	--	0.0	0.639	1	0.4241
cg27027723			0.0421	0.0744	0.5716	-+	25.0	1.334	1	0.2482
cg00222801			0.0418	0.0720	0.5616	++	0.0	0.196	1	0.6583
cg11488290			-0.0159	0.0855	0.8527	-+	0.0	0.075	1	0.7839
cg10047664			0.0646	0.0389	0.09689	++	0.0	0.668	1	0.4138
cg06244627			0.1004	0.0771	0.1925	++	0.0	0.074	1	0.7859
cg16465559			-0.0234	0.1009	0.8164	+-	0.0	0.081	1	0.7761
cg16964394			0.0532	0.0560	0.3418	++	0.0	0.152	1	0.6966
cg11091478			0.0374	0.0316	0.2369	++	0.0	0.025	1	0.8753
cg03714554			0.0339	0.0461	0.4623	++	0.0	0.006	1	0.9364
cg15933914			0.0404	0.0467	0.3871	+-	0.0	0.466	1	0.4947
cg02948067			0.0617	0.0543	0.256	++	0.0	0.699	1	0.4033
cg12412627			-0.0430	0.0387	0.2672	-+	84.8	6.573	1	0.01035
cg05173889			-0.0177	0.0499	0.7227	--	0.0	0.010	1	0.919
cg09663203			-0.0780	0.0401	0.05138	--	42.5	1.739	1	0.1873
cg08275899			0.0392	0.0411	0.3401	++	0.0	0.309	1	0.5782
cg25967895			0.0363	0.0452	0.422	++	0.0	0.633	1	0.4264
cg13866767			0.0616	0.0596	0.3019	-+	59.4	2.461	1	0.1167
cg24163734			0.0397	0.1485	0.7889	-+	37.0	1.587	1	0.2077
cg10590376			0.0206	0.0476	0.6653	-+	0.0	0.702	1	0.4021
cg09172973			-0.0478	0.0585	0.4142	--	0.0	0.007	1	0.931
cg17387703			-0.0852	0.1169	0.4662	+-	0.0	0.782	1	0.3764
cg03479059			-0.0409	0.0510	0.4223	--	0.0	0.053	1	0.8181
cg11436166			0.0465	0.0466	0.3182	++	0.0	0.192	1	0.6615
cg13036074			0.0147	0.0710	0.8361	-+	0.0	0.296	1	0.5861
cg14411504			-0.0865	0.0792	0.2747	+-	1.5	1.015	1	0.3136
